course_name,course_subject,course_number,course_desc,course_link
Finite Element Method in Machine Design,MECH,6671,"Prerequisite:MECH 6441. Role of Finite element method in machine design. Variational principles. Formulation of the finite element problem in stress, vibration and buckling analyses of machine components. Different elements and interpolation functions. Application in machine design; fracture. A case study or project on selected applicationsis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Optical Microsystems,MECH,6691," Microfabrication and micromachining required for optical microsystems; optical microsystem modelling, simulation, sensitivity analysis. Properties of materials suitable for optical MEMS (Micro-Electro-Mechanical Systems). Measurements, sensing and actuation suitable for optical microsystems. Introduction to micro-optical components; optical waveguide-based systems. Design of different optical MEMS devices. Chemical and biochemical sensing with optical microsystems. Assembly, packaging and testing of optical MEMS devices. A projectis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Mechanical Forming of Metals (*),MECH,6511, Mechanisms of plastic deformation at ambient and elevated temperatures; plasticity theory; mechanical forming processes; forging; rolling; extrusion; wire drawing; deep drawing; bending; results of processing; mechanical properties; residual stresses; fibrous textures and preferred orientations; effects of annealing. Process modelling by shearline or finite element analysis. A project on current research topics and selected applicationsis required.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Casting,MECH,6531," Phase equilibrium diagrams; mechanisms of solidification; design of castings for various moulding processes, section sizes, dimensional accuracies and surface finishes; continuous casting; control of grain size; segregation and porosity. Defects in castings. A project on current research topic and selected applicationsis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Joining Processes and Nondestructive Testing,MECH,6541," Principles of joining; fusion welding; arc, torch, plasma, electron beam, resistance, etc; solid state welding; heterogeneous hot joining (brazing, soldering); heterogeneous cold joining; metallurgy of joints; joint properties; nondestructive testing processes; radiography, ultrasonic, magnetic particle, die penetrant, etc. A project on current research topic or selected applicationsis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Fracture,MECH,6551," Fracture mechanisms; ductile and cleavage; brittle fracture; notch effects; propagation of cracks; ductile-brittle transition; inter-granular fracture; hydrogen embrittlement; fatigue initiation mechanisms; crack propagation; preventive design; creep failure, mechanisms maps, fatigue; pore formation; grain boundary sliding; high temperature alloys, testing techniques; fractography. A project on current research topics and selected applicationsis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
High Strength Materials,MECH,6561," Studies of the microstructures responsible for high strength and of the thermomechanical treatments producing these microstructures; dislocation theory; strain hardening; strengthening by solid-solution, massive hard phases, precipitation, dispersed particles, and martensitic and bainitic structures; fibre and particulate composites; surface treatments; residual stresses of thermal or mechanical origin. A project on current research topics and selected applications is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Corrosion and Oxidation of Metals,MECH,6571," Electrochemical corrosion and preventative measures. Stress corrosion, corrosion fatigue. Oxidation at low and high temperatures and protective measures. Selection of alloys and coatings. A project on current research topic or selected applicationsis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Thermodynamics and Phase Equilibria of Materials,MECH,6661," Thermodynamic laws and relationships. Partial and relative state functions: Activities in multicomponent systems, reference and standard states, solution thermodynamics. Thermodynamics of phase transformations and chemical reactions in engineering materials. Calculation of thermodynamic functions and properties. Experimental methods of determining thermodynamic properties. Multicomponent and multiphasic systems. Generalized phase rules, phase diagrams, stability diagrams and other diagram types. Computational thermodynamics for developing engineering materials. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Mechatronics (*),MECH,6741, Introduction to mechatronics; basic elements of mechatronic systems. Measurement systems: including principles of measurement systems; sensors and transducers; signal conditioning processes and circuits; filters and data acquisition. Actuation systems: mechanical actuation systems and electrical actuation systems. Controllers: control modes; PID controller; performance measures; introduction to digital controllers and robust control. Modelling and analysis of mechatronic systems; performance measures; frequency response; transient response analysis; stability analysis. A project is required.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Vehicle Dynamics (*),MECH,6751, Tire-terrain interactions; side-slip; cornering and aligning properties of tires: camber angle and camber torque; estimation of braking-tractive and cornering forces of tires; steady-state handling of road vehicles: steering response and directional stability; handling and directional response of vehicles with multiple steerable axles: handling of articulated vehicles: handling and directional response of tracked and wheeled off-road vehicles; directional response to simultaneous braking and steering. A project on research topicsis required.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Vehicular Internal Combustion Engines (*),MECH,6761, Mechanical design of vehicular engines; gas exchange and combustion engine processes; combustion chambers design; fuels and fuel supply; ignition and control systems; cooling and lubrication of engines; emissions formation and control; engine operational characteristics - matching with vehicles; enhancement of engine performance; engine testing; environmental impact of vehicular engines; recent developments in energy-efficient and cleanÛ engines. Design of calculation project of vehicular engine. Project work on alternative fuel delivering systems and emissions control for combusion engines. Modelling and simulation. Demonstration of alternative fuel injection system on diesel engine in lab.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Driverless Ground Vehicles (*),MECH,6771," Definition and classifications; case studies of major industrial and research vehicle prototypes; applications; kinematic modelling for feedback control of a driverless vehicle as a planar rigid body; vehicle motion and its relation to steering and drive rates of its wheels; co-ordinate systems assignment; transformation matrices; condition for rolling without skidding and sliding; sensor models and sensor integrations; dead-reckoning control; global and local path planning; introduction to dynamic modelling of driverless vehicle with and without the dynamics of wheel assemblies; design of optimal controllers; introduction to adaptive neuro-morphic controller. Projects are an integral part of the course for which the following may be used: TUTSIM, FORTRAM, or C. A project on selected topicsis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Guided Vehicle Systems (*),MECH,6781," Definition and classification of guided transportation systems; track characterization: alignment, gage, profile and cross-level irregularities; wheel-rail interactions: rolling contact theories, creep forces; modelling of guided vehicle components; wheelset, suspension, truck and car body configurations, suspension characteristics; performance evaluation: stability/hunting, ride quality; introduction to advanced guided vehicles. A project on selected topics is an integral part of the course.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Vehicle Vibration and Control,MECH,7511," Dynamic modelling of ground vehicles for analysis of ride performance; ride comfort and safety criteria; modelling of human body; characterization of road inputs; modelling and design of vibration isolators: primary suspension, secondary suspension; active, semi-active and passive isolators; kinematic and dynamic analysis of suspension linkages; laboratory methods for performance evaluation of vehicle suspension systems; software packages and case studies. Projects on selected applications are required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Handling and Stability of Road Vehicles,MECH,7711,Prerequisite:MECH 6751 or equivalent. Mathematical methods in vehicle dynamics; tire and suspension modelling and design for handling; static roll; steady turning and off-tracking analysis of straight and articulated road vehicles; directional stability and braking analysis; directional response of articulated vehicles with steerable axles; software packages and case studies. Project on selected topics is an integral part of the course.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Advanced Materials,MECH,6501, Advanced composites. Polymer matrix composites. Resins and fibers. Metal matrix composites. Ceramic matrix composites. Interfaces. Mechanical properties. Applications. A project on selected topics of current interestis required.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Manufacturing of Composites (*),MECH,6521, Hand lay-up. Autoclave curing. Compression molding. Filament winding. Resin transfer molding. Braiding. Injection molding. Cutting. Joining. Thermoset and thermoplastic composites. Process modelling and computer simulation. Nondestructive evaluation techniques. A project on selected topics of current interestis required.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Mechanical Behaviour of Polymer Composite Materials (*),MECH,6581," General applications of polymer composite materials in the aircraft, aerospace, automobile, marine, recreational and chemical processing industries. Different fibres and resins. Mechanics of a unidirectional lamina. Transformation of stress, strain, modulus and compliance. Off-axis engineering constants, shear and normal coupling coefficients. In-plane and flexural stiffness and compliance of different laminates including cross-ply, angle-ply, quasi-isotropic and general bidirectional laminates. Strength of laminates and failure criteria. Micro-mechanics. Projects on selected applications are required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Testing and Evaluation of Polymer Composite Materials and Structures,MECH,6601," Theory and practice for the determination of tensile, compression and shear properties of composite materials; techniques for the determination of physical and chemical properties; non-destructive techniques such as ultrasonics, acousto-ultrasonics, acoustic emission, infrared and lasers for evaluation of composite structures. A project on selected topics of current interestis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Structural Composites,MECH,6651," Analysis for design of beams, columns, rods, plates, sandwich panels and shells made of composites; anisotropic elasticity; energy methods; vibration and buckling; local buckling in sandwich structures; free edge effects and delamination; joining; and failure considerations in design. A project on selected applicationsis required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Design Using Composite Materials,MECH,7501,"Prerequisite:MECH 6581. General concept involving design using composite materials. Integral approach to design. Selection of materials. Selection of fabrication techniques. Computer-aided design tools. Consideration for fracture, fatigue, buckling and impact. Joining consideration. Design of tubes, beams, columns. Design of aircraft components. A project on selected topics is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Project in Chemical and Materials Engineering,CHME,6001, The course consists of an individual project in a chosen area of study in the area of Chemical and Materials Engineering under the supervision of a faculty member. This course may be repeated for credit.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Advanced Transport Phenomena,CHME,6011," Topics include equations of heat, mass, and momentum transfer; viscosity, thermal conductivity and diffusivity in laminar and turbulent conditions; velocity, temperature, and concentration distributions in selected systems; Navier-Stokes equations: direct simulation and turbulence modelling  Reynolds-averaged Navier-Stokes (RANS); turbulence near surfaces and interphase transport; multicomponent mass transfer; transport in porous media; effects of narrow pore size; and the dusty-gas model (DGM). A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Advanced Chemical Engineering Thermodynamics,CHME,6021,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Chemical Kinetics and Reaction Engineering,CHME,6031,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Chemical Engineering Process Dynamics and Control,CHME,6041,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Chemical Process Engineering and Design,CHME,6051,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Advanced Biochemical Engineering,CHME,6061,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Materials Science and Engineering,CHME,6071,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Advanced Separation Processes,CHME,6081,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Statistics for Chemical Engineering,CHME,6091,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Advanced Battery Materials and Technologies,CHME,6101,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Polymer Chemistry and Engineering,CHME,6111,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Nanomaterials Science and Engineering,CHME,6121,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Advanced Colloid and Interface Science and Engineering,CHME,6131,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Topics in Chemical Engineering I,CHME,6911,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Topics in Chemical Engineering II,CHME,7911,No Description,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Doctoral Seminar in Building Engineering (***),BLDG,8011, Grading on a pass/fail basis only. No credit value.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Doctoral Seminar in Civil Engineering (***),CIVI,8011, Grading on a pass/fail basis only. No credit value.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Doctoral Seminar in Electrical Engineering (***),ELEC,8011, Grading on a Pass/Fail basis only. No credit value.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Doctoral Seminar in Mechanical Engineering (***),MECH,8011, Grading on a pass/fail basis only. No credit value.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
PhD Seminar (****),ENCS,8011,"Prerequisite:ENCS 8511 Doctoral Research Proposal. The PhD Seminar is designed to train students to communicate the results of their research projects to the community and participate in research discussions. This is done when the students have sufficiently progressed into their research, normally after 6 (12 for part-time students) months of being admitted to candidacy, which is normally after 24 (48 for part-time students) months of residency, and must be completed before the submission of the thesis. The studentÛªs evaluation, reflected by either a pass or fail grade, is based upon attendance in all seminars, a report on the studentÛªs thesis research under the direction of the thesis supervisor(s), and a presentation.Note:Students who have completed ENCS 8011 prior to September 2005 may not take this Seminar for credit.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Comprehensive Examination,ENCS,8501, See Requirements for the Degree inEngineering Programssection.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Doctoral Research Proposal,ENCS,8511," The goal of the doctoral research proposal is to focus the studentÛªs PhD research. The proposal must include an extensive critical review of previous work on the subject of the thesis, and a detailed research plan of action and expected milestones. Students are required to defend their doctoral research proposal before a committee that will normally be comprised of the same members as the comprehensive examination committee.Note:Students admitted prior to September 1997 are not allowed to substitute ENCS 8511 for an equivalent course work.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Master of Applied Science Research and Thesis (29 credits),ENGR,8901, See Requirements for the Degree inEngineering Programssection.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Doctoral Research and Thesis,ENGR,8911, See Requirements for the Degree inEngineering Programssection.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Master of Applied Science Research and Thesis (25 credits),INSE,8901," Students must complete a 25-credit thesis as part of their degree requirements. The thesis must represent the results of the studentÛªs independent work after admission to the program. The proposed topic for the thesis, together with a brief statement outlining the proposed method of treatment, and the arrangement made for faculty supervision, must be approved by the GCS Graduate Studies Committee. For purposes of registration, this work will be designated as INSE 8901. The thesis will be evaluated by the studentÛªs supervisor(s), and at least two examiners appointed by the GCS Graduate Studies Committee, one of whom shall be external to the studentÛªs department.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Industrial Stage and Training,ENCS,6931,"Prerequisite:Completion of at least twenty credits in the program and permission of the Departmental Co-op Program Director. This is an integral component of the Industrial Experience option that is to be completed under the supervision of an experienced engineer/computer scientist in the facilities of a participating company (a Canadian work permit is required). Each student receives an assessment from the Departmental Co-op Program Director in consultation with the industry supervisor and the faculty advisor. Grading is on a pass/fail basis based on a proposal, monthly progress reports, a final report and a presentation.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Graduate Seminar in Electrical and Computer Engineering,ELEC,6961," Students must attend a set of seminars identified by the Department and submit a comprehensive report on topics presented in one of these seminars. The report, including an abstract, must be suitably documented and illustrated, should be at least 1000 words in length, must be typewritten on one side of 21.5 cm by 28 cm white paper of quality, and must be enclosed in binding. Students are referred toForm and Style: Thesis, Reports, Term Papers, fourth edition by Campbell and Ballou, published by Houghton Mifflin. Seminar: two hours per week.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Graduate Seminar in Information and Systems Engineering,INSE,6961, Students must attend a set of seminars identified by the Concordia Institute for Information Systems Engineering and submit a comprehensive report on the topics presented in three of the seminars. This course is graded on a pass/fail basis.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Case Study and Report,ENGR,692," Students complete a case study and submit a report on a topic related to the studentsÛª discipline, supervised by a professor, and approved by the Graduate Program Director in students' home department. The case study and report must present a current engineering problem or practice related to the students' research interest.Note:This course cannot be taken by students enrolled in the SOEN program.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Project and Report I,ENGR,6971, See Requirements for the Degree inEngineering Programssection. Project: 8 hours per week.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Project and Report II,ENGR,6981, See Requirements for the Degree inEngineering Programssection. Project: 8 hours per week.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Project and Report III,ENGR,6991, See Requirements for the Degree inEngineering Programssection. Project: 10 hours per week.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Industrial Engineering Capstone,INDU,6990,"Prerequisite: A minimum of 16 credits must be completed in the program. A supervised design, simulation or experimental capstone design project in the studentsÛª area of specialization. Students may work in groups to undertake:",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Engineering Management Industrial Stage I,INDU,6991,"Prerequisite: A minimum of 16 credits must be completed in the program. The Industrial Stage I is designed to provide students with the opportunity to complete an engineering management project in a company, governmental organization, or a NGO under the supervision of an organization partner and a faculty member. Students are required to provide a written report and give a seminar. Note: Students cannot take this course for credit towards MASc or PhD degrees.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Engineering Management Industrial Stage II,INDU,6992,"Prerequisite: INDU 6991. The Industrial Stage II is designed to provide students with the additional opportunity to complete the second engineering management project in a company, governmental organization, or a NGO under the supervision of an organization partner and a faculty member. Students are required to provide a written report and give a seminar.Note: Students cannot take this course for credit towards MASc or PhD degrees.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Sustainable Infrastructure Planning and Management Systems,INSE,6311," This multi-disciplinary course will provide the basic knowledge for developing advanced information systems that can be used to systematically plan and manage infrastructure (e.g. roads and bridges) throughout its lifecycle, including environmental impact assessment. The course will cover the following topics: Definition and history of Infrastructure, Types and functions of Infrastructure, Infrastructure Planning, Performance Modelling, Failure Analysis and Reliability Issues, Infrastructure Inspection and Monitoring, Maintenance and Rehabilitation Strategies, Environmental Management and Sustainability Issues, and Integrated Infrastructure Management Systems. Projects.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Principles of Systems Engineering,INSE,6400," Origins of systems engineering; modern engineering systems; structure of complex systems; systems life cycle; systems engineering management; system decomposition and architecture; systems with uncertain and imperfect information; structural and dynamics modelling; integration and evaluation: production, operation and support; systems engineering decision tools; special topics: systems of systems, sustainability, mass collaboration. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Product Design Theory and Methodology,INSE,6411, This course introduces main design theories and methodologies for the conceptual and configuration design of mechanical/manufacturing systems. It includes the following topics: general design process; introduction to design theory and methodologies; user requirements analysis; structure of design problem; design concept and product configuration generation methods; evaluation of design concepts and product configuration; sources and resolution strategies of design conflicts; computer-assistance of all these tasks; and case studies of product design. A project is required.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Systems Integration and Testing,INSE,6421," Introduction to integration and testing of complex systems; fundamentals of project planning; process analysis; workflow modelling; six sigma tools and methodologies for systems integration; formulation of systems operational assessment and concept; systems architecture, functions and capabilities composition and packaging into high-level system architecture; modelling and analysis methods for representing system functionality and capability; interface description and management; testability and interoperability testing; management issues pertaining to integrated product teams, vendors, suppliers, and subcontractors. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Ad Hoc Wireless Networks: Architectures and Protocols,INSE,6431,"Prerequisite: ELEC 6851, COMP 6461 or equivalent. Design, provisioning and management of ad hoc wireless networks. Concepts, architectures and protocols related to the efficient design and high performance of ad hoc wireless networks. Medium access control schemes; mathematical analysis. Analysis of access protocols in multihop networks; derive the system capacity. Study of various control knobs for improving the network capacity; power control, physical carrier sense turning, rate control, interference mitigation, and channel diversity. Study emerging issues such as supporting quality of service in wireless networks; security issues in wireless networks, broadband wireless access; wireless mesh networks; their integration with wired networks; vehicular ad hoc networks and related protocols. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Video Game Technology and Development,INSE,6510,"Prerequisite:COMP 5511 or equivalent, previously or concurrently. This course is part development and part technology, and will cover the process of commercial video game development, and software design patterns used for game design. The course provides an in-depth understanding of how the game design process works. Students work with a game engine software framework to design and implement several kinds of games. Video game history. Basic Building blocks of a game. Elements of game design. Game Maker: objects, sprites, events. Space Shooter. Developing games with Games Factory. Real Time Strategy game development. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
3D Graphics and Computer Animation for Game Design,INSE,6530,"Prerequisite:COMP 6761 or equivalent, previously or concurrently. Application of 3D graphics and animation topics to non real-time rendered media. Current research topics in computer animation such as dynamic simulation of flexible and rigid objects, automatically-generated control systems, and evolution of behaviours. History of Animation. Animation Basics. Keyframe Animation. Path Animation. Non-Linear Animation. Modelling Concerns for Animation. Rigging for Forward and Inverse Kinematics. Morphing. Expressions. Particle Systems. Dynamics. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Total Quality Methodologies in Engineering,INSE,6210," Methodologies for quality engineering: six sigma, ACE (Achieving Competitive Excellence), Lean engineering, ISO9000 series; comparative study, quality clinic process charts, relentless root cause analysis, mistake proofing, market feedback analysis, process improvement and waste elimination, visual control, standard work and process management, process certification, setup reduction, total productive maintenance, DMAIC and DMADV processes, define phase, project charter, project scoping and planning, measure phase, critical to quality requirements, quality functional deployment, analyze phase, functional and process requirements, design requirements, design concepts, high-level design capability elaboration and evaluation, design phase, detailed design capability elaboration and evaluation, failure mode and effects analysis, control and verification plans, verify phase, pilot-scale processes, pilot testing and evaluation, implementation planning, full-scale processes, start-up and testing, performance evaluation, turnover to operations and maintenance, transition to process management, project closure. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Advanced Statistical Approaches to Quality,INSE,6220," Introduction to quality control and total quality, statistical concepts and techniques in quality control, graphical methods for data presentation and quality improvement, statistical basis for control charts, pattern analysis in control charts, control charts for variables, control charts for individual measurements, control charts for attributes, process capability analysis, CUSUM charts and EWMA charts, acceptance sampling by attributes, acceptance plans by variables, reliability models, reliability and life testing plans, multivariate quality control, multivariate methods, aspects of multivariate analysis, multivariate normal distribution, multivariate tests of hypotheses, multivariate analysis of variance, principal components analysis, factor analysis, discrimination and classification, multivariate quality control, multivariate linear regression, design of experiments (DOE), Taguchi method, completely randomized design (CRD), randomized complete block design (RCBD), incomplete block designs, latin square designs, graeco-latin square designs, factorial designs, fractional factorial designs, split plot designs, and nested designs (compared to cross-over designs), quality in the service sector, service industries and their characteristics, model for service quality and applications. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Total Quality Project Management,INSE,6230," Role of a project manager, learning and applications, project management processes, project management in quality initiatives, intellectual property protection, customer project management and critical-to-quality requirements, project planning and execution, team formation, goals, roles, procedures and interpersonal relationship, types of teams, creating a project plan, project tracking, project compliance requirements, sourcing and supplier qualification, government contract data rights, government property, risk management process, action planning, project communication, customer, team and stakeholder communications, communication planning and strategy, web-based collaboration, project management software tools. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Executive Communication,INSE,6240," Communication plan elaboration, preparing presentations, developing a sound strategy, organizing for effectiveness, capturing the audience, the impromptu speech, introducing a speaker, reading a paper, leading a conference, interpersonal communication, use of voice, active listening, assertive speaking, giving and receiving feedback, assertive techniques, work styles, conflict and dispute resolution, negotiation, managing difficult situations, writing skills, interpersonal communications, business letters, formal reports, communication technology. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Quality Methodologies for Software,INSE,6250,"Prerequisite:INSE 6210 or equivalent, COMP 5541 or equivalent. Quality methodologies for software, calculating sigma values, graphical analysis, quality processes for software, MAIC, DMADV, define overview, project context, initial analysis and design, lifecycle and multi-generational planning, project management, risk analysis, measure overview, customer needs, quality functional deployment for software, software metrics and requirements, scorecards, meta-models, specification languages (SDL, B, Z, etc.), software modelling (UML, Core, IDEF, etc.), graphical languages, design and verify overview, failure mode and effect analysis for software, defensive programming, smart and simple design, peer reviews, performance analysis, statistical tools, software testing, software verification. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Software Quality Assurance,INSE,6260,"Prerequisite:INSE 6210 or equivalent, COMP 5541 or equivalent. Quality assurance, quality factors, components of a software quality assurance system, contract review, software development and quality plans, activities and alternatives, integration of quality activities in a project lifecycle, reviews, software inspection, software verification, testing processes, static analysis, control-flow analysis, data-flow analysis, control-flow testing, loop testing, data-flow testing, transaction-flow testing, domain testing, type-based analysis, dynamic analysis, usage models, operational profiles, result and defect analysis, reliability, performance analysis, maintenance and reverse engineering, case tools and software quality assurance. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Quality-Based Systems Engineering,INSE,6270,"Prerequisite:INSE 6210 or equivalent. System engineering, quality-based system development process, acquisition and specification of system requirements, system design and prototyping, system implementation and testing, modelling languages for system engineering (SysML, IDEF, CORE, etc.), exchange mechanisms for system engineering data (AP233, XMI, etc.) gathering, specification, formulation, and refinement of system requirements, customer requirements, market requirements, technical requirements, implementation requirements, eco-requirements (scenario-based requirements gathering and refinement, affinity diagram, analytic hierarchy analysis), conflict resolution (TRIZ), management of system requirements in the design process (axiomatic design, decision tree, morphology matrix, systematic design), management of system requirements in the implementation process (six-sigma, ACE, Lean, ISO 9000, ERP, SAP, CMMS), case studies. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Quality Assurance for Systems Engineering,INSE,6280,"Prerequisite:INSE 6210 or equivalent, previously or concurrently. Introduction to quality assurance and quality factors in systems engineering, components of a quality assurance system, principles of verification, validation and accreditation of systems, Vvsystem modelling languages, model semantics, techniques for V principles of system simulation (types of problems, simulation systems and their classification, principles of simulation system design and implementation), verification and validation techniques for simulation models (problem entity, conceptual model, and computerized model), development of simulation platforms, standards for system simulation, high level architecture (HLA). A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Quality in Supply Chain Design,INSE,6290," Evolution of supply chain, lingo, notation, master planning, role in business, performance analysis, activity profiling, strategic quality planning for supply chain, inventory planning and management (IP&M), perfect order percentage, inventory turns, fill rates and substitutions, purchase and customer order cycle times, customer service and order processing (CS&OP), network planning, supply contracts, distribution strategies, coordinated product and supply chain design, quality and innovation in product design, design for maintainability, designing for reliability, environmental considerations in supply chain design, designing quality services, make, buy, and sourcing analysis, supplier partnerships, global sourcing active assembly, supply chain management systems, efficient transportation, efficient warehousing, impact of e-commerce on supply chains, information technology and decision support systems, e-business strategies, e-business transactions, e-commerce platforms for supply chain. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Quality Assurance in Supply Chain Management,INSE,6300," Supply chain management, definition, models, evolution and evaluation, quality attributes, evaluation criteria, key supply chain management issues, supply chain cost reduction opportunities, sales and operating planning hierarchy, gathering data required for sales and operation planning, inventory management techniques, effective supply chain management, supply and demand synchronization, aligning customer demands to order fulfillment, management of supply chain constraints, supply chain performance measurements, supply chain Information, communication, security, information flows, security measures, global supply chain quality and international quality standards, customer driven quality, managing supplier quality in the supply chain, the tools of quality; statistically based quality improvement for variables and attributes; managing quality improvement teams and projects. A project is required.",http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
Systems Engineering Maintenance Management,INSE,6310, Maintenance concepts in engineering systems; component replacement; optimal component preventive replacement intervals; age-based replacement models for components; spare parts provision; optimal inspection decisions; condition based maintenance systems; proportional hazards model; capital equipment replacement; maintenance resource planning; reliability centered maintenance; equipment degradation analysis; degradation prediction; maintenance information system; maintenance software. A project is required.Note:Students who have received credit for INSE 691C (Systems Engineering Maintenance Management) may not take this course for credit.,http://www.concordia.ca/academics/graduate/calendar/current/encs/engineering-courses.html
